customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,num_support_tickets,late_payments,satisfaction_score,churn
CUST-02244,Male,0,No,No,64,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,50.07,3189.59,1,2,4.9,No
CUST-02245,Female,0,No,No,4,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),58.83,247.16,2,0,4.2,No
CUST-02246,Female,0,Yes,No,63,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),82.63,5585.29,4,0,5.0,No
CUST-02247,Female,0,Yes,Yes,38,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,48.19,1963.01,2,1,3.8,No
CUST-02248,Male,0,No,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,44.18,289.87,0,2,4.3,No
CUST-02249,Male,0,Yes,No,72,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,77.54,5950.25,2,3,3.9,No
CUST-02250,Male,0,No,No,34,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),63.59,2209.34,1,2,5.0,No
CUST-02251,Female,0,Yes,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.2,1065.68,3,3,3.7,No
CUST-02252,Female,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,86.17,1247.52,1,2,3.5,Yes
CUST-02253,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),110.67,631.83,1,0,4.6,No
CUST-02254,Female,0,Yes,Yes,6,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),43.86,273.46,2,0,5.0,No
CUST-02255,Male,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,34.17,,1,0,5.0,No
CUST-02256,Female,1,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),88.78,1946.52,2,2,3.9,No
CUST-02257,Female,0,Yes,No,34,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Electronic check,70.35,2262.83,2,0,4.5,No
CUST-02258,Female,0,Yes,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,96.73,4399.87,3,3,4.4,Yes
CUST-02259,Male,0,No,No,72,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,76.52,5406.97,1,1,4.9,Yes
CUST-02260,Female,0,Yes,No,58,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.47,4660.52,8,1,3.7,No
CUST-02261,Male,0,No,No,35,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),82.96,3003.67,3,1,3.4,No
CUST-02262,Female,0,No,No,66,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),91.95,6501.08,3,2,4.0,Yes
CUST-02263,Male,0,No,Yes,41,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,64.92,2867.56,4,1,4.2,Yes
CUST-02264,Female,1,Yes,No,31,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.66,1982.18,1,1,4.9,No
CUST-02265,Male,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,106.64,1748.25,3,3,3.7,No
CUST-02266,Male,0,Yes,No,31,No,No phone service,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,79.82,2516.98,3,2,3.5,No
CUST-02267,Female,0,No,Yes,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),87.3,262.85,2,2,4.5,No
CUST-02268,Female,1,No,Yes,12,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,45.81,529.2,1,1,5.0,No
CUST-02269,Male,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.28,7928.64,1,5,3.6,Yes
CUST-02270,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,103.16,1497.43,3,0,3.9,No
CUST-02271,Male,1,Yes,Yes,41,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,115.64,4601.36,3,0,4.0,No
CUST-02272,Male,1,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.79,245.76,1,1,3.8,No
CUST-02273,Male,0,No,No,44,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),110.77,4912.98,2,2,4.0,No
CUST-02274,Male,1,Yes,No,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.94,1783.93,0,3,4.4,No
CUST-02275,Male,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.72,868.17,5,1,3.9,No
CUST-02276,Male,0,Yes,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.93,294.58,2,1,5.0,No
CUST-02277,Male,0,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,79.82,,1,3,4.4,Yes
CUST-02278,Male,0,Yes,No,55,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,56.62,3222.34,0,0,4.9,No
CUST-02279,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,96.03,768.19,2,1,4.4,Yes
CUST-02280,Female,0,Yes,Yes,23,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),61.31,1301.79,0,0,5.0,No
CUST-02281,Female,1,Yes,Yes,61,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),114.14,7282.28,2,0,5.0,No
CUST-02282,Male,0,No,No,39,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,69.4,2561.29,2,1,4.9,No
CUST-02283,Male,1,No,No,63,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),78.06,4722.2,3,2,5.0,No
CUST-02284,Female,0,Yes,Yes,63,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,56.53,3716.17,2,0,4.9,No
CUST-02285,Female,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,36.17,1659.64,1,0,5.0,No
CUST-02286,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),120.0,7939.79,7,1,4.4,Yes
CUST-02287,Female,0,No,No,3,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,65.8,190.85,3,1,4.3,Yes
CUST-02288,Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.31,1626.69,3,2,3.8,No
CUST-02289,Female,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,88.54,1708.69,5,1,4.0,No
CUST-02290,Male,0,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),42.69,2713.4,1,1,5.0,No
CUST-02291,Male,0,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,78.37,3755.42,3,0,5.0,No
CUST-02292,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),68.26,1310.04,5,1,4.3,Yes
CUST-02293,Male,1,Yes,No,16,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),41.61,627.12,1,3,4.7,Yes
CUST-02294,Female,0,No,Yes,58,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,104.1,6350.44,3,6,3.7,Yes
CUST-02295,Female,0,No,Yes,62,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,68.48,4240.14,2,2,4.7,No
CUST-02296,Female,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.51,60.14,0,4,4.5,No
CUST-02297,Male,1,No,No,27,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,90.87,2371.11,5,1,3.4,No
CUST-02298,Male,0,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.56,,1,0,4.9,No
CUST-02299,Male,0,No,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),43.83,762.74,3,0,4.9,No
CUST-02300,Female,0,No,Yes,53,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),80.28,4149.26,1,0,4.5,No
CUST-02301,Male,0,No,Yes,55,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,69.03,4015.43,2,1,4.4,Yes
CUST-02302,Male,0,No,No,61,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.74,4463.5,2,4,3.0,Yes
CUST-02303,Female,0,No,No,57,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),78.61,4656.55,7,4,3.0,Yes
CUST-02304,Female,0,No,No,61,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,70.41,4057.47,3,3,4.3,No
CUST-02305,Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,33.38,881.2,0,1,5.0,No
CUST-02306,Male,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,77.87,1581.48,6,4,2.9,Yes
CUST-02307,Male,1,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,103.6,2342.87,3,4,3.5,Yes
CUST-02308,Male,0,No,No,62,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Mailed check,82.23,5010.83,3,1,5.0,No
CUST-02309,Male,0,Yes,No,47,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),57.94,2581.26,1,0,5.0,No
CUST-02310,Female,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,100.07,2432.25,1,7,4.4,Yes
CUST-02311,Male,0,Yes,No,52,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.59,2992.37,1,2,3.9,No
CUST-02312,Male,0,No,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.79,435.85,2,0,5.0,No
CUST-02313,Female,0,No,Yes,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,86.26,1668.04,1,2,4.7,No
CUST-02314,Male,0,Yes,No,1,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),70.16,68.28,2,0,5.0,No
CUST-02315,Male,0,Yes,No,70,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Mailed check,76.22,5017.66,4,0,4.4,No
CUST-02316,Male,0,Yes,No,17,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,74.1,1307.51,4,1,4.8,No
CUST-02317,Male,0,Yes,No,55,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,42.33,2363.93,0,2,4.7,No
CUST-02318,Male,1,Yes,Yes,9,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),62.65,542.47,0,0,5.0,No
CUST-02319,Female,0,No,No,3,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,39.1,113.83,6,3,3.2,Yes
CUST-02320,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),27.13,1266.01,1,0,5.0,No
CUST-02321,Male,0,Yes,Yes,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),36.92,280.8,1,1,4.8,No
CUST-02322,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),98.16,1037.29,3,2,3.6,No
CUST-02323,Male,1,No,No,24,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,54.71,1391.85,1,3,4.4,Yes
CUST-02324,Female,0,No,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,67.81,2690.54,3,0,3.4,No
CUST-02325,Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,92.75,174.55,2,1,4.6,No
CUST-02326,Female,0,Yes,No,10,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,46.46,437.55,0,1,4.9,No
CUST-02327,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,106.88,2729.07,3,1,4.4,No
CUST-02328,Male,1,Yes,No,51,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,68.69,3717.64,1,1,5.0,No
CUST-02329,Male,0,No,Yes,8,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),49.3,381.6,2,1,4.4,No
CUST-02330,Male,0,No,Yes,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),73.7,1524.82,0,1,4.9,No
CUST-02331,Male,0,No,No,14,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),70.52,934.94,1,1,5.0,Yes
CUST-02332,Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),83.29,1831.04,3,1,4.9,No
CUST-02333,Male,0,Yes,Yes,19,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,101.07,1909.98,6,0,4.6,No
CUST-02334,Female,0,Yes,No,47,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),100.06,4985.38,4,3,3.5,Yes
CUST-02335,Female,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.5,128.49,1,1,5.0,Yes
CUST-02336,Female,0,Yes,No,68,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),116.43,8059.1,3,3,3.7,No
CUST-02337,Male,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),85.99,1561.13,2,0,5.0,No
CUST-02338,Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,77.88,5740.38,4,0,4.8,No
CUST-02339,Male,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),29.58,1545.03,2,0,5.0,No
CUST-02340,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,93.08,2374.79,6,0,4.6,No
CUST-02341,Male,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,73.87,1641.18,5,1,4.2,No
CUST-02342,Male,0,Yes,No,69,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),74.06,4747.54,0,0,5.0,No
CUST-02343,Female,1,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,119.97,9198.31,5,1,4.0,No
CUST-02344,Female,0,Yes,No,45,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,95.69,4358.55,5,0,4.4,Yes
CUST-02345,Female,0,No,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),43.0,173.82,1,1,4.4,No
CUST-02346,Male,0,No,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.23,5229.68,3,3,4.0,No
CUST-02347,Male,0,No,No,35,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,38.64,1433.05,1,0,4.4,No
CUST-02348,Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,73.95,207.3,3,4,3.8,Yes
CUST-02349,Male,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),46.6,2716.28,1,0,4.9,No
CUST-02350,Female,0,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.7,63.26,0,1,4.7,No
CUST-02351,Female,1,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),120.0,3097.47,7,3,2.7,Yes
CUST-02352,Female,0,Yes,No,6,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),47.54,300.12,2,2,4.3,Yes
CUST-02353,Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,29.79,991.81,3,0,4.3,No
CUST-02354,Male,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.78,1776.72,1,4,4.3,No
CUST-02355,Male,1,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),36.42,344.88,1,0,5.0,No
CUST-02356,Male,1,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,118.0,1220.22,4,3,3.6,Yes
CUST-02357,Male,0,No,No,69,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),54.65,3673.48,3,2,3.8,No
CUST-02358,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,36.55,485.08,1,0,4.1,No
CUST-02359,Female,0,Yes,No,9,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,34.72,313.98,0,3,4.9,Yes
CUST-02360,Male,0,Yes,No,43,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,72.63,3015.41,2,0,4.7,No
CUST-02361,Female,0,No,No,20,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),106.79,2105.38,4,0,4.6,Yes
CUST-02362,Female,0,Yes,Yes,69,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,104.25,7083.56,2,1,4.2,No
CUST-02363,Female,0,No,Yes,12,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,109.38,1315.18,3,0,5.0,No
CUST-02364,Male,1,Yes,Yes,41,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),89.74,3864.52,5,2,3.4,No
CUST-02365,Female,1,No,No,67,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,57.82,3866.17,3,2,3.6,No
CUST-02366,Male,1,No,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,71.99,4085.56,2,0,4.4,No
CUST-02367,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.55,78.98,0,1,4.4,No
CUST-02368,Male,0,No,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.97,455.38,0,4,3.7,No
CUST-02369,Male,0,No,No,10,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),47.85,472.95,2,1,3.9,No
CUST-02370,Male,0,No,Yes,66,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.69,5861.56,4,1,3.2,No
CUST-02371,Male,0,Yes,No,15,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,No,Mailed check,59.52,864.72,4,1,4.5,No
CUST-02372,Female,1,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,65.92,353.27,5,5,3.0,Yes
CUST-02373,Male,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,104.51,2897.41,2,2,4.1,Yes
CUST-02374,Male,0,No,No,21,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),99.24,1999.17,1,1,5.0,No
CUST-02375,Female,0,Yes,No,12,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),54.03,655.89,1,1,5.0,Yes
CUST-02376,Female,0,Yes,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.51,966.82,1,1,4.6,No
CUST-02377,Female,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),25.51,1724.23,3,0,5.0,No
CUST-02378,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,76.28,1215.37,1,2,4.3,No
CUST-02379,Female,0,No,No,71,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,56.99,3816.89,0,0,5.0,No
CUST-02380,Female,0,Yes,No,48,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),99.26,4586.62,2,1,3.8,No
CUST-02381,Male,0,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.43,687.27,6,3,3.0,No
CUST-02382,Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),73.8,3553.88,2,1,4.0,No
CUST-02383,Female,0,Yes,No,26,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.6,2202.89,3,4,3.7,No
CUST-02384,Male,0,No,No,16,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),63.85,1091.62,1,0,5.0,No
CUST-02385,Male,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,83.91,1341.33,6,4,3.5,Yes
CUST-02386,Female,0,Yes,Yes,1,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),72.71,67.31,1,0,4.1,No
CUST-02387,Female,0,Yes,No,47,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,113.58,5588.14,4,2,4.0,No
CUST-02388,Female,0,No,No,6,No,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,80.91,505.37,2,1,4.8,No
CUST-02389,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,90.12,1402.75,1,0,4.4,No
CUST-02390,Female,1,Yes,No,1,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),99.56,104.27,3,1,4.2,Yes
CUST-02391,Male,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.11,168.43,4,3,4.0,Yes
CUST-02392,Male,0,Yes,No,66,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),115.18,7515.04,6,6,4.0,Yes
CUST-02393,Female,1,No,No,2,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),67.05,130.53,0,0,5.0,No
CUST-02394,Male,0,Yes,Yes,45,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,52.5,2524.13,3,5,3.4,No
CUST-02395,Male,0,No,No,24,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),61.37,1550.84,2,2,4.5,No
CUST-02396,Female,0,No,No,10,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),79.41,741.71,4,1,5.0,Yes
CUST-02397,Female,0,No,Yes,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,112.58,2419.16,3,1,4.6,Yes
CUST-02398,Male,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),94.22,607.17,1,0,5.0,Yes
CUST-02399,Male,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),29.18,651.89,2,0,4.5,No
CUST-02400,Female,0,No,Yes,59,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),65.41,3985.2,1,0,5.0,No
CUST-02401,Male,0,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),89.06,3849.62,1,0,4.1,No
CUST-02402,Female,0,No,No,59,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.44,2737.79,1,1,4.8,No
CUST-02403,Female,0,Yes,No,51,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),46.45,2236.76,4,3,2.5,No
